Name	Notes	FullAddress	City	Province	PostalCode
Best Buy; Gatineau		920 boul. Maloney Ouest	Gatineau	Quebec	J8T 3R6
Best Buy; Place Rosemère		401 boul. Labelle bureau M-20	Rosemère	Quebec	J7A 3T2
Best Buy; Greenfield Park		1800 rue Auguste	Longueuil	Quebec	J4V 3R4
Best Buy; Carrefour Angrignon		7077 boul. Newman	Montréal	Quebec	H8N 1X1
Best Buy; Montréal Marché Central		8871 boul. de L'acadie	Montréal	Quebec	H4N 3K1
Best Buy; Québec Galeries de la Capitale		5401 boul. des Galeries	Québec	Quebec	G2K 1N4
Best Buy; Québec Place Laurier		2700 boul. Laurier bureau 2290	Québec	Quebec	G1V 2L8
Écocentre Bury		105 ch. Maine	Bury	Quebec	J0B 1M0
Écocentre de Baie-Trinité		rte 138 (à l'entrée ouest du village)	Baie-Trinité	Quebec	G0H 1A0
Écocentre Sainte-Marguerite-du-Lac-Masson		245 ch. Masson	Sainte-Marguerite-du-Lac-Masson	Quebec	J0T 1L0
Écocentre Grande-Allée		8005 boul. Grande-Allée	Brossard	Quebec	J4Z 3H8
Écocentre Saint-Bruno-de-Montarville		600 rue Sagard	Saint-Bruno-de-Montarville	Quebec	J3V 6B9
Uptimum informatique		525 rue Grande-Allée	Trois-Rivières	Quebec	G9B 7R9
1-800-Got-Junk; Brossard		3875 rue Isabelle porte #15	Brossard	Quebec	J4Y 2R2
Écocentre L'Islet-Sud	Ouvert mai à octobre	2 rang Brise-Culotte	Sainte-Perpétue	Quebec	G0R 3Z0
Écocentre Rouyn-Noranda (Multitech)		1610 rang Lusko	Rouyn-Noranda	Quebec	J9X 6J2
Déchetterie de Rivière-au-Renard		14 rue de l'Entrepôt	Gaspé	Quebec	G4X 5L4
Centre de tri Grande-Rivière		498 Grande-Allée Ouest	Grande-Rivière	Quebec	G0C 1V0
Garage municipal de Chambly	Ouvert lundi au jeudi 8 h à 16 h 30 Vendredi 8 h à 12 h	2500 boul. Industriel	Chambly	Quebec	J3L 4V2
Écocentre Baie-Comeau		800 av. Léonard-E.-Schlemm	Baie-Comeau	Quebec	G4Z 3B7
Blackburn &amp; Blackburn		980 boul. Université	Saguenay	Quebec	G7H 6H1
Écocentre Henry-Ford		2800 boul. Henry-Ford	Vaudreuil-Dorion	Quebec	J7V 0V8
Écocentre Sainte-Marie-de-Blandford		492 rue des Bosqets	Sainte-Marie-de-Blandford	Quebec	G0X 2W0
Écocentre Sainte-Perpétue		33 rang Sainte-Anne	Sainte-Perpétue	Quebec	J0C 1R0
Écocentre Sainte-Sophie-de-Lévrard		174 rue Saint-Antoine Porte A	Sainte-Sophie-de-Lévrard	Quebec	G0X 3C0
Écocentre Saint-Léonard-d'Aston		434 rue de l'Exposition	Saint-Léonard-d'Aston	Quebec	J0C 1M0
Écocentre Saint-Pierre-les-Becquets		163 rte 218	Saint-Pierre-les-Becquets	Quebec	G0X 2Z0
Écocentre Saint-Sylvère	Appeler avant 819-285-207	837 rang 8	Saint-Sylvère	Quebec	G0Z 1H0
Centre communautaire de Saint-Wenceslas		1025 rue Hébert	Saint-Wenceslas	Quebec	G0Z 1J0
Écocentre Saint-Zéphirin-de-Courval		1471 rang Saint-Pierre	Saint-Zéphirin-de-Courval	Quebec	J0G 1V0
Écocentre Bécancour		1300 av. Nicolas Perrot	Bécancour	Quebec	G9H 1A1
Écocentre Nicolet		435 rue Théophile Saint-Laurent	Nicolet	Quebec	J3T 1B4
Le 9e Bit		715 rue Cormier	Drummondville	Quebec	J2C 6P7
Best Buy; Saint-Jérôme		1040 boul. du Grand-Heron	Saint-Jérôme	Quebec	J7Y 5K8
Best Buy; Sherbrooke		3450 boul. de Portland	Sherbrooke	Quebec	J1L 2A6
Best Buy; Lachenaie		790 Montée des Pionniers	Terrebonne	Quebec	J6V 1N9
Best Buy; Mascouche		145 montée Masson	Mascouche	Quebec	J7K 3B4
Best Buy; Carrefour Trois-Rivières Ouest		4520 boul. des Récollets   bureau 900A	Trois-Rivières	Quebec	G9A 4N2
Best Buy; Granby		90 rue Simonds Nord	Granby	Quebec	J2J 2L1
Best Buy; Vaudreuil		3090 boul. de la Gare	Vaudreuil-Dorion	Quebec	J7V 0H1
Best Buy; Rimouski		387 montée Industrielle-et-Commerciale	Rimouski	Quebec	G5M 1Y1
Best Buy; Drummondville		850 rue Hains	Drummondville	Quebec	J2C 5N9
Best Buy; Saint-Jean-sur-Richelieu		600 rue Pierre-Caisse Unit 4000	Saint-Jean-sur-Richelieu	Quebec	J3A 1M1
Friperie Coderr		1000 boul. Saint-Jude	Alma	Quebec	G8B 3L1
Écocentre Amos		5311 rte 395 Nord	Amos	Quebec	J9T 2G1
Bureau municipal de Saint-Georges-de-Windsor		485 rue Principale	Saint-Georges-de-Windsor	Quebec	J0A 1J0
Bureau municipal de Saint-Adrien		1589 rue Principale	Saint-Adrien	Quebec	J0A 1C0
Bureau municipal de Saint-Camille		87 rue Desrivières	Saint-Camille	Quebec	J0A 1G0
Écocentre de Danville		17 rue Grove	Danville	Quebec	J0A 1A0
Écocentre de Wotton		533 rue Parc-Industriel	Wotton	Quebec	J0A 1N0
Écocentre Saint-Roch-des-Aulnaies		379 rte de l'Église	Saint-Roch-des-Aulnaies	Quebec	G0R 3Z0
Garage municipal du Canton d'Orford		1120 ch. de la Montagne	Orford	Quebec	J1X 6X9
Villeneuve Audio Vidéo; Stéréo Plus Joliette		50 rue Gauthier Nord	Notre-Dame-des-Prairies	Quebec	J6E 1V1
Micro Data Informatique		110 rue Saint-Louis	Rimouski	Quebec	G5L 5P7
Infotronix		6155 rue Marivaux	Montréal	Quebec	H1P 3H6
Evolutel		183 rue Freeman bureau 8	Gatineau	Quebec	J8Z 2A7
Micro en gros		2231 ch. Gascon	Terrebonne	Quebec	J6X 4H3
Tech-Nic Réseau Conseil		49 rue Angus Nord	East Angus	Quebec	J0B 1R0
Écocentre Saint-Joseph-du-Lac		4085 ch. d?Oka	Saint-Joseph-du-Lac	Quebec	J0N 1M0
Arteau Récupération		665 rue du Nickel bureau 1100	Québec	Quebec	G2N 0J9
Écocentre Napierville		240 rue Poupart	Napierville	Quebec	J0J 1L0
Écocentre Sainte-Thècle		1951 ch. Saint-Georges	Sainte-Thècle	Quebec	G0X 3G0
Écocentre Wentworth-Nord		3488 rte Principale	Wentworth-Nord	Quebec	J0T 1Y0
Écocentre Roberval		1855 rue Castonguay	Roberval	Quebec	G8K 1T6
Écocentre de Grandes-Piles		620 5e Avenue	Grandes-Piles	Quebec	G0X 1H0
Écocentre Saint-Adelphe		191 rang Sud-Est	Saint-Adelphe	Quebec	G0X 2G0
Écocentre Lac-aux-Sables		900 ch. de la Batiscan	Lac-aux-Sables	Quebec	G0X 1M0
Ressourcerie Lévis		24 rue Charles-A-Cadieux	Lévis	Quebec	G6V 7Z6
Informatique ASR		9 rue Passenger	Stanstead	Quebec	J0B 3E2
Ameublement Brandsource Desrochers		229 rue Principale	Plaisance	Quebec	J0V 1S0
Les services Kopilab		231  2e Rang Ouest	Sainte-Luce	Quebec	G0K 1P0
Cyberlogic Informatique		159 rue Jean-Talon Ouest bureau 101	Montréal	Quebec	H2R 2X2
Derytelecom		1013 rue Bagot	Saguenay	Quebec	G7B 2N6
Services Informatiques Commtech		165 rue Gamelin	Gatineau	Quebec	J8Y 1W1
Encreco		2189 boul. Talbot	Saguenay	Quebec	G7H 8B3
La Source; Dolbeau Mistassini		1358 boul. Wallberg	Dolbeau-Mistassini	Quebec	G8L 1H1
Micro Informatique-extreme		1206 boul. de l'Assomption Est	Repentigny	Quebec	J6A 0B7
Distribution électronique F.C.		721 rue Bossé	Baie-Comeau	Quebec	G5C 1L5
Centre électronique informatique Knowlton		489 ch. Knowlton	Lac-Brome	Quebec	J0E 1V0
Ordimatique		592 ch. du Grand-Bernier Nord	Saint-Jean-sur-Richelieu	Quebec	J3B 7G2
Microbytes; Centre-Ville		625 boul. René-Levesque Ouest bureau 100	Montréal	Quebec	H3B 1R2
Martin Crépeau Informatique		5 rue Sainte-Julie Est	Saint-André-Avellin	Quebec	J0V 1W0
Le Petit coin de l'informatique		1160 rte Principale	Sainte-Mélanie	Quebec	J0K 3A0
Saguenay Informatique		1740 boul. Du Royaume	Saguenay	Quebec	G7H 5B1
Municipalité de Montpellier		4 rue Du Bosquet	Montpellier	Quebec	J0V 1M0
Écocentre Marie- Victorin		1140 boul. Marie- Victorin	Longueuil	Quebec	J4G 2H4
Garage municipal de L'Islet		425 rue Principale	Sainte-Perpétue	Quebec	G0R 3Z0
Hôtel de ville de Chénéville		63 rue de L'Hôtel-de-Ville	Chénéville	Quebec	J0V 1E0
Écocentre Saint-Samuel		487 rue des Loisirs	Saint-Samuel	Quebec	G0Z 1G0
Garage municipal de Montebello		577 rue Dollard	Montebello	Quebec	J0V 1L0
Écocentre d?Oka		2017 ch. d'Oka	Oka	Quebec	J0N 1E0
Garage municipal Ripon	Sur appel seulement	139 rue Principale	Ripon	Quebec	J0V 1V0
Garage municipal Ste-Clotilde-de-Horton		17 rte 122	Sainte-Clotilde-de-Horton	Quebec	J0A 1H0
Écocentre Val-des-Bois		595 rte 309	Val-des-Bois	Quebec	J0X 3C0
Monburo.ca; Solutions Témis		331 av. Principale	Dégelis	Quebec	G5T 1L1
GPC Micro		6188 rue Jean-Talon Est	Montréal	Quebec	H1S 1M8
Centre informatique Memphré		69 rue Laurier	Magog	Quebec	J1X 2K2
Électronique Mercier		162 rue Fraser	Rivière-du-Loup	Quebec	G5R 1C8
Écocentre Notre-Dame-de-la-Salette		13 rue du Rollin	Notre-Dame-de-la-Salette	Quebec	J0X 2L0
Garage municipal Maskinongé		36 B rue Saint-Denis	Maskinongé	Quebec	J0K 1N0
Garage municipal de Grenville		10 rue du Moulin	Grenville	Quebec	J0V 1J0
Écocentre Canton de Gore		40 ch. Sideline	Gore	Quebec	J0V 1K0
Tricentris; Lachute		651 ch. Félix Touchette	Lachute	Quebec	J8H 2C5
Écocentre Saint-Chrysostome		400 rang Saint-Antoine	Saint-Chrysostome	Quebec	J0S 1R0
Bureau municipal de Low		4A ch. d'Amour	Low	Quebec	J0X 2C0
Écocentre Lac-des-Seize-îles		10 rue Lapierre	Lac-des-Seize-îles	Quebec	J0T 2M0
Écocentre de la Seigneurie		68 boul. de la Seigneurie	Blainville	Quebec	J7C 4N1
Garage municipal de L'Ange-Gardien		870 ch. Donaldson	L'Ange-Gardien	Quebec	J8L 0K8
Goyette Info Plus		5020 rte 132	Sainte-Catherine	Quebec	J5C 1L8
Écocentre Lanoraie		297 rue Notre-Dame	Lanoraie	Quebec	J0K 1E0
Écocentre de Harrington		ch. de l'écocentre	Harrington	Quebec	J8G 2T1
Garage municipal de Saint-Paul-d'Abbotsford		926 rue Principale	Saint-Paul-d'Abbotsford	Quebec	J0L 1A0
Garage municipal de L'Ange-Gardien		137 rue Principale	Ange-Gardien	Quebec	J0E 1E0
Garage municipal de Marieville		2008 rue Saint-Césaire	Marieville	Quebec	J3M 1J5
Garage municipal de Richelieu		650 10e Avenue	Richelieu	Quebec	J3P 3P6
Hôtel de ville de Rougemont		61 ch. de Marieville	Rougemont	Quebec	J0L 1M0
Garage municipal de Sainte-Angèle-de-Monnoir		11 ch. du Vide	Sainte-Angèle-de-Monnoir	Quebec	J0L 1P0
Garage municipal de Bonaventure		211 av. de Grand-Pré	Bonaventure	Quebec	G0C 1E0
Écocentre Saint-Anne-des-Monts		730 Sainte-Anne Ouest	Sainte-Anne-des-Monts	Quebec	G4V 1V2
Garage municipal de Saint-Alexis-de-Matapédia		121 rue Rustico Nord	Saint-Alexis-de-Matapédia	Quebec	G0J 2E0
Bureau municipal Val Brillant		11 rue Saint-Pierre Ouest	Val-Brillant	Quebec	G0J 3L0
Écocentre Mansfield-et-Pontefract		ch. du Lac de la Truite	Mansfield-et-Pontefract	Quebec	J0X 1R0
Dépôt municipal  Saint-Charles-sur-Richelieu		405 ch. des Patriotes	Saint-Charles-sur-Richelieu	Quebec	J0H 2G0
Garage municipal de Paspébiac		231 rte Saint-Pie X	Paspébiac	Quebec	G0C 2K0
Garage municipal de La Matapédia		8 rue MacDonell	Matapédia	Quebec	G0J 1V0
Garage municipal de Pointe-à-la-Croix		rue de la Carrière (pas de # civique)	Pointe-à-la-Croix	Quebec	G0C 1L0
Garage municipal d'Escuminac		169 boul. Perron	Escuminac	Quebec	G0C 1N0
Garage municipal de New Richmond		128 boul. Perron Est	New Richmond	Quebec	G0C 2B0
Garage municipal de Saint-François-d'Assise		399 ch. Central	Saint-François-d'Assise	Quebec	G0J 2N0
Garage municipal de Maria		57 rue des Mésanges	Maria	Quebec	G0C 1Y0
Écocentre Saint-Maxime du Mont-Louis		9 av. B	Saint-Maxime-du-Mont-Louis	Quebec	G0E 1T0
Garage municipal de Carleton-sur-Mer		11 rue Comeau	Carleton-sur-Mer	Quebec	G0C 1J0
Garage municipal de La Nouvelle		470 rue Francoeur	Nouvelle	Quebec	G0C 2E0
Écocentre Saint-Honoré		2991 boul. Martel	Saint-Honoré	Quebec	G0V 1L0
Écocentre Saint-Donat		214 ch. du Long-de-la-Rivière	Saint-Donat	Quebec	J0T 2C0
Écocentre Anse-Saint-Jean		31 rang Saint-Thomas Sud	L'Anse-Saint-Jean	Quebec	G0V 1J0
Hôtel de ville de Crabtree		111 4e Avenue	Crabtree	Quebec	J0K 1B0
Papeterie St-Rémi		725 Notre-Dame	Saint-Rémi	Quebec	J0L 2L0
Microbytes; Rosemère		207 boul. Labelle	Rosemère	Quebec	J7A 2H3
Microbytes; Mascouche		168 Montée Masson	Mascouche	Quebec	J7K 3B5
ORDIGENI; Électronique et Informatique		267 boul. Fiset	Sorel-Tracy	Quebec	J3P 3P9
Hôpital Hôtel-Dieu-de-Montmagny		350 boul. Taché Ouest	Montmagny	Quebec	G5V 3R8
L'Intro Musique		11 rue Sainte-Anne	Ville-Marie	Quebec	J9V 2B6
Ordi Occasion		8674 ave Chaumont	Montréal	Quebec	H1K 1N6
Meubles Réal Levasseur 1955		1730 rue Principale	Pohénégamook	Quebec	G0L 1J0
Microbytes; Pointe-Claire		940 boul. Saint-Jean bureau 15	Pointe-Claire	Quebec	H9R 5N8
Édifice Léon-Taillon		200 rue Bella-Vista	Saint-Basile-le-Grand	Quebec	J3N 1M1
Écocentre Saint-Félix-de-Valois		4400 rue Beaudry	Saint-Félix-de-Valois	Quebec	J0K 2M0
Écocentre Bois-des-Filion		700 rue de la Sablière	Bois-des-Filion	Quebec	J6Z 4T7
Site de transbordement de St-Michel-des-Saints		701 ch. de l?industrie	Saint-Michel-des-Saints	Quebec	J0K 3B0
Garage municipal de Notre-Dame-de-la-Merci		2101 rte 125	Notre-Dame-de-la-Merci	Quebec	J0T 2A0
Garage municipal de Mont-Saint-Hilaire	Citoyens seulement	901 boul. Sir-Wilfrid-Laurier	Mont-Saint-Hilaire	Quebec	J3H 6H7
Xpert Micro		1010 1ere rue	Richelieu	Quebec	J3L 3W7
Écocentre Parisville		975 rue Principale O	Parisville	Quebec	G0S 1X0
Écocentre Fortierville		198 rue de la Fabrique	Fortierville	Quebec	G0S 1J0
Écocentre Sainte-Adèle		2815 ch.  Rolland	Sainte-Adèle	Quebec	J8B 1C9
Écocentre de l?Aéroport		26 rue Pierre Ménard	Gatineau	Quebec	J8R 3X3
Écocentre Victoriaville		370 de la Bulstrode	Victoriaville	Quebec	G6P 9J7
Microbytes; Montréal		3830 rue Saint-Denis	Montréal	Quebec	H2W 2M2
Travaux publics; Côte Saint-Luc		7001 ch. Mackle	Côte-Saint-Luc	Quebec	H4W 1A5
Travaux publics; Voirie de Westmount		1 rue Bethune	Westmount	Quebec	H3Z 2L2
Entrepôt municipal		599 ch. des Patriotes	Saint-Denis-sur-Richelieu	Quebec	J0H 1K0
Écocentre de Beloeil		986 rue Dupré	Beloeil	Quebec	J3G 4A8
1-800-Got-Junk; Lachine		150 boul. de Montréal-Toronto suite 108 porte 19	Montréal	Quebec	H8S 4L8
Electro-Meubles Denis		1721  L'Annonciation Sud	Rivière-Rouge	Quebec	J0T 1T0
Dépôt CRI Environnement		75 rue du Progrès	Coteau-du-Lac	Quebec	J0P 1B0
NSLOne Informatique	Ouvert lundi au mercredi 8 h 30 à 18 h Jeudi et vendredi 8 h 30 à 21 h	2330 av. Sainte-Anne	Saint-Hyacinthe	Quebec	J2S 5H9
Écocentre Farnham		1180 boul. Industriel	Farnham	Quebec	J2N 3B5
Dépôt Ville de Dollard-des-Ormeaux	Le site est ouvert aux résidents de Dollard-des-Ormeaux SEULEMENT, preuve de résidence obligatoire	100 rue Glenmore	Dollard-Des Ormeaux	Quebec	H9B 2X9
Ameublements Tanguay		1990 boul. Talbot	Saguenay	Quebec	G7H 7Y3
Technipc Informatique	Ouvert lundi au mercredi de 8h30 à 17h30 Jeudi et vendredi de 8h30 à 20h00 Samedi de 9h00-12h00 Dimanche fermé	44 rue du Collège	Pont-Rouge	Quebec	G3H 3A3
Écocentre Trois-Rivières- secteur est		1921 rue des Toitures	Trois-Rivières	Quebec	G8V 1W1
Écocentre Saint-Prosper		2690 40e rue	Saint-Prosper	Quebec	G0M 1Y0
Écocentre Barraute		rue du Moulin	Barraute	Quebec	J0Y 1A0
Centre de transbordement Ville de La Tuque		1220 ch. des Pionniers	La Tuque	Quebec	G9X 3N6
Écocentre Bon débarras		2456 route 125	Sainte-Julienne	Quebec	J0K 2T0
Écocentre Bedford		80 rue Cyr	Bedford	Quebec	J0J 1A0
Écocentre de Chertsey		225 rue du Progrès	Chertsey	Quebec	J0K 3K0
Écocentre Sutton		260 rte 139 Sud	Sutton	Quebec	J0E 2K0
Informatique Infotech	Ouvert lundi au mercredi de 8 h 30 à 17 h 30 Jeudi et vendredi de 8 h 30 à 20 h 30	123 rue Georges	Gatineau	Quebec	J8M 1T6
Byte Mobile		1672 chemin Gascon	Terrebonne	Quebec	J6X 4H9
Centre de tri Warwick		17 rue du Lac	Warwick	Quebec	J0A 1M0
Ameublements Tanguay; Centre de distribution		7200 rue Armand-Viau	Québec	Quebec	G2C 2A7
Ameublements Tanguay		2200 boul. des Récollets	Trois-Rivières	Quebec	G8Z 3X5
Ameublements Tanguay		8955 boul. Lacroix	Saint-Georges	Quebec	G5Y 5H5
Ameublements Tanguay		245 boul. de l'Hôtel-de-Ville	Rivière-du-Loup	Quebec	G5R 5H5
Ameublements Tanguay		375 montée Industrielle-et-Commerciale	Rimouski	Quebec	G5M 1Y1
Dépôt Saint-Anselme		1265 rte Bégin	Saint-Anselme	Quebec	G0R 2N0
Écocentre Bromont		20 rue du Pacifique Est	Bromont	Quebec	J2L 1J5
Les Entreprises J.M. Arsenault 1982		172 ave Port-Royal	Bonaventure	Quebec	G0C 1E0
PC Diamond Informatique		300 rue De La Forge	Namur	Quebec	J0V 1N0
Écocentre Sainte-Françoise		563 Rang 11	Sainte-Françoise	Quebec	G0S 2N0
Site de transbordement de l'Isle-aux-Allumettes		625 ch. du Rang 5	L'Isle-aux-Allumettes	Quebec	J0X 1M0
Écocentre de Potton		5 ch. West-Hill	Potton	Quebec	J0E 1X0
Monburo.ca Montmagny		49 rue Saint-Jean-Baptiste Est	Montmagny	Quebec	G5V 1J6
Équipement de bureau Ungava		529 3e rue	Chibougamau	Quebec	G8P 1N8
Koncas Recyclage		10930 rue Sherbrooke Est	Montréal-Est	Quebec	H1B 1B4
Système Électronique Larivière		573 90 ième rue	Saint-Georges	Quebec	G5Y 3L1
Écocentre Rivière-à-Pierre		824 rue Principale	Rivière-à-Pierre	Quebec	G0A 3A0
Écocentre Saint-Ubalde		570 rang Saint-Paul Nord	Saint-Ubalde	Quebec	G0A 4L0
Rubanco BuroPlus		2158 rue de la Province	Longueuil	Quebec	J4G 1R7
Électronique Pelletier TV		1480 rte 230 Est	Sainte-Anne-de-la-Pocatière	Quebec	G0R 1Z0
Écocentre Petit-Saguenay		35 rue du Quai	Petit-Saguenay	Quebec	G0V 1N0
Fleet Informatique		750 rue Notre-Dame bureau D	Berthierville	Quebec	J0K 1A0
Rhesus	Ouvert lundi au jeudi 7 h 30 à 17 h Vendredi 8 h à 15 h	757 boul. Pierre-Roux Est bureau 102	Victoriaville	Quebec	G6T 1S7
LET de Sept-îles		ch. du Lac Daigle	Sept-îles	Quebec	
Écocentre de Sept-îles		601 boul. des Montagnais	Sept-îles	Quebec	G4R 5B8
Coop UQAM	Ouvert lundi au mercredi 9 h à 18 h Jeudi et vendredi 9 h à 20 h Samedi 10 h à 17 h	289 rue Sainte-Catherine Est	Montréal	Quebec	H2X 1L5
Stéréo Plus; La Malbaie	Ouvert 9 h 30 à 17 h 30	446 rue Saint-Étienne	La Malbaie	Quebec	G5A 1H4
Écocentre RIGDCS		1095 du chemin Bilodeau	Coaticook	Quebec	J1A 2S4
Écocentre Paul Ménard		28 ch. Cooke	Chapais	Quebec	G0W 1H0
Ateliers municipaux de la ville Kirkland		25 rue Claude-Jodoin	Kirkland	Quebec	H9H 5E6
Écocentre Fermont		2 rue du Camp	Fermont	Quebec	G0G 1J0
Écocentre Notre-Dame-du-Nord		71 rue Principale Nord	Notre-Dame-du-Nord	Quebec	J0Z 3B0
Audio Vidéo Amqui	Nouvelle adresse depuis le 1e septembre 2016 Ancienne adresse : 33, rue des Forges, Amqui	238 rue Banville	Sainte-Paule	Quebec	G5J 3A5
Garage municipal de Saint-Victor		176 rue Principale	Saint-Victor	Quebec	G0M 2B0
1-800-Got-Junk; Ville Saint-Laurent		5445 ch. du Bois-Franc	Montréal	Quebec	H4S 1A9
1-800-Got-Junk; Québec	Sur rendez-vous seulement	3-990 rue Raoul-Jobin	Québec	Quebec	G1N 1S9
Normand Nadeau TV	Ouvert 9 h à 17 h 30	500 boul. Vachon Nord	Sainte-Marie	Quebec	G6E 1M1
Écocentre Lac Brome		50 ch. Mill	Lac-Brome	Quebec	J0E 1V0
Boulevard électroniqueoeStéréo Plus; Valleyfield	Ouvert 9 h à 17 h 30	3225 boul. Mgr Langlois	Salaberry-de-Valleyfield	Quebec	J6S 2H9
Écocentre Richmond		500 10e Avenue	Richmond	Quebec	J0B 2H0
Infoteck	Ouvert lundi au vendredi 8 h à 16 h 30	1030 boul. Port-Royal bureau 008	Bécancour	Quebec	G9H 1X6
Renaissance; Librairie Pierrefonds		14891 boul. De Pierrefonds	Montréal	Quebec	H9H 4M5
Renaissance; Librairie Plateau		1310 av. du Mont-Royal Est	Montréal	Quebec	H2J 1Y5
Renaissance; Librairie NDG		4001 boul. Décarie	Montréal	Quebec	H4A 3J8
Renaissance; Centre de don île-des-S?urs		750 ch. du Golf	Montréal	Quebec	H3E 1A8
Renaissance; Fripe-Prix Saint-Lambert		423 av. Victoria	Saint-Lambert	Quebec	J4P 2J1
Renaissance; Centre de don Outremont		1089 av. Bernard	Montréal	Quebec	H2V 1V1
Renaissance; Centre de don Cadillac		6002 rue Sherbrooke Est	Montréal	Quebec	H1N 1B8
Renaissance; Centre de don des Laurentides		5140 boul. Des Laurentides	Laval	Quebec	H7K 2J5
Renaissance; Centre de don Concorde		2770 boul. De La Concorde Est	Laval	Quebec	H7E 2B4
Renaissance; Centre de don LaSalle		8459 boul. Newman	Montréal	Quebec	H8N 2Y7
Renaissance; Centre de don île-Bizard		570 boul. Jacques-Bizard	Montréal	Quebec	H9C 2H2
Renaissance; Centre de don Dorval		707 ch. du Bord-du-Lac	Dorval	Quebec	H9S 2B9
Renaissance; Centre de don Beaconsfield		42B boul. Saint-Charles	Beaconsfield	Quebec	H9W 5Z6
Renaissance; Centre de don Lajeunesse		9105 rue Lajeunesse	Montréal	Quebec	H2M 1S3
Renaissance; Centre de don Fleury		2407 rue Fleury Est	Montréal	Quebec	H2B 1L1
Renaissance; Fripe-Prix Pie-IX		2030 boul. Pie-IX	Montréal	Quebec	H1V 2C8
De tout pour tout.com		1900 rue Thomas Edison	Terrebonne	Quebec	J6Y 2A4
Renaissance; Fripe-Prix Saint-Laurent		7250 boul. Saint-Laurent	Montréal	Quebec	H2R 2X9
Renaissance; Fripe-Prix Saint-Jacques		7205 rue Saint-Jacques Ouest	Montréal	Quebec	H4B 1V3
Renaissance; Fripe-Prix Côte-des-Neiges		6700 ch. de la Côte-des-Neiges local 205	Montréal	Quebec	H3S 2B2
P.V. Informatique		940 boul. Lachapelle	Saint-Jérôme	Quebec	J7Z 7M4
Garage municipal de Disraeli		295 rue Saint-Louis	Disraeli	Quebec	G0N 1E0
Écocentre Ormstown		9 rue Saint-Paul	Ormstown	Quebec	J0S 1K0
Écocentre de Val-des-Lacs		20 montée Charron	Val-des-Lacs	Quebec	J0T 2P0
Écocentre de Ste-Lucie des Laurentides		2143 ch. Martin	Sainte-Lucie-des-Laurentides	Quebec	J0T 2J0
Écocentre d'Amherst		1323 rte 323 Sud	Rivière-Rouge	Quebec	J0T 2L0
Écocentre Rawdon		3269 rue Metcalfe	Rawdon	Quebec	J0K 1S0
Écocentre de Lantier		118 Croissant des Trois-Lacs	Lantier	Quebec	J0T 1V0
Écocentre de la Minerve		75 ch. de la Minerve	La Minerve	Quebec	J0T 1S0
Écocentre Lac Supérieur		1101 ch. du lac Supérieur	Lac-Supérieur	Quebec	J0T 1J0
Écocentre d'Huberdeau		110 ch. de la Rouge	Huberdeau	Quebec	J0T 1G0
Technopolis		999 rue Dollard local 14	Gatineau	Quebec	J8L 3E6
Bureau municipal Deschaillons		1596 rte Marie-Victorin	Deschaillons-sur-Saint-Laurent	Quebec	G0S 1G0
A.M.C. Informatique enr.		1171 rte Louis-Cyr	Saint-Jean-de-Matha	Quebec	J0K 2S0
Ordi-Plus		305 rue Saint-Joseph	La Tuque	Quebec	G9X 3A8
Encre à Rabais.com		40 ch. des Deux Criques	Mont-Tremblant	Quebec	J8E 1X5
Maison des jeunes Lebel-sur-Quévillon		52 rue des Trembles	Lebel-sur-Quévillon	Quebec	J0Y 1X0
Écocentre Les Bergeronnes		995 rang Saint-Joseph	Les Bergeronnes	Quebec	G0T 1G0
Entreprises Pavco		180 Armand-Majeau	Saint-Roch-de-l'Achigan	Quebec	J0K 3H0
Stéréo Plus; Trois-Rivières		5715 boul. Gene-H. Kruger	Trois-Rivières	Quebec	G9A 4N9
Visionic Informatique		420  107e rue	Saint-Georges	Quebec	G5Y 8K1
Électrocentre (2000)		1204 av. Saint-Édouard	Plessisville	Quebec	G6L 2J9
Sertek Informatique		496 av. Blanchand	Chandler	Quebec	G0C 1K0
CIPC		2536 boul. Rosemont	Montréal	Quebec	H1Y 1K4
Brunelle Électronique 1986		10 rue Main Ouest	Coaticook	Quebec	J1A 1P2
Ovation Logistique inc.		4000 rue Jean-Marchand bureau 106	Québec	Quebec	G2C 1Y6
Équipement de bureau Robert Légaré		411 rue John-F. Kennedy	Saint-Jérôme	Quebec	J7Y 4B5
Consultants ISM		199 rang du Golf	Lavaltrie	Quebec	J5T 3C6
PC Expert		45 rue Wellington	Coaticook	Quebec	J1A 2H6
Informatique Orford		1585 rue Sherbrooke	Magog	Quebec	J1X 2T5
CRC Ordinateur		1256 rue Bergar	Laval	Quebec	H7L 5A2
Garage municipal de Notre-Dame-du-Mont-Carmel		3860 rue de l'Hôtel-de-Ville	Notre-Dame-du-Mont-Carmel	Quebec	G0X 3J0
Salon de l'Électronique	Ouvert lundi au mercredi 9 h 30 à 17 h Jeudi et vendredi 9 h 30 à 20 h	2783 rue Nichols	Saint-Hyacinthe	Quebec	J2S 2X2
Meubles Jacob		215 rte 153	Saint-Tite	Quebec	G0X 3H0
Écocentre Saint-Ambroise		470 rue des Producteurs	Saint-Ambroise	Quebec	G7P 3A9
Hamster Le Plateau		765 rue Beaubien Est	Montréal	Quebec	H2S 1S8
Renaissance; Fripe-Prix Verdun		4261 rue Wellington	Montréal	Quebec	H4G 1V9
